iter	Logloss
389	0.229521097
390	0.2292434448
391	0.2289092811
392	0.2285181127
393	0.2283802058
394	0.228060024
395	0.2277329294
396	0.2273592641
397	0.2270672315
398	0.2266165991
399	0.2265751048
400	0.2264409053
401	0.2262441221
402	0.2260237305
403	0.2257488452
404	0.2254807729
405	0.2252971756
406	0.2251273902
407	0.2248862248
408	0.2246657183
409	0.224375605
410	0.2239997989
411	0.2235837058
412	0.2232368199
413	0.2230011614
414	0.2227218358
415	0.2225574437
416	0.2222808832
417	0.2220095509
418	0.2218474118
419	0.221495309
420	0.2214407086
421	0.2212799612
422	0.2211262847
423	0.2207244327
424	0.2205874964
425	0.2202175718
426	0.2200088714
427	0.2197627168
428	0.2194915389
429	0.2191841063
430	0.218996282
431	0.2187316142
432	0.2185560044
433	0.2184709122
434	0.2183448804
435	0.2182249853
436	0.2180197245
437	0.2179538884
438	0.2177462961
439	0.2174796964
440	0.2173434609
441	0.217008144
442	0.2166904368
443	0.2165219583
444	0.2163866815
445	0.216124182
446	0.2159986866
447	0.2158079386
448	0.2156678658
449	0.2154194907
450	0.2151727632
451	0.2149401044
452	0.2147444474
453	0.2145172565
454	0.2142822786
455	0.2140319128
456	0.2138138376
457	0.2135455163
458	0.2133026794
459	0.2129487822
460	0.2127505578
461	0.2126540849
462	0.2123920202
463	0.2122036972
464	0.2120246856
465	0.2119047642
466	0.2116609793
467	0.211638226
468	0.2114904548
469	0.2112652214
470	0.2108773081
471	0.2104441498
472	0.2102991205
473	0.2101656017
474	0.2101152213
475	0.2098947343
476	0.2096974341
477	0.2096516233
478	0.2092601324
479	0.209052628
480	0.208834916
481	0.2086426597
482	0.2085244957
483	0.2083209929
484	0.2082223873
485	0.2080098867
486	0.2078524928
487	0.2076864481
488	0.2074190284
489	0.2073643866
490	0.2072223375
491	0.2070302135
492	0.2067864669
493	0.2066320338
494	0.2064041395
495	0.2062630402
496	0.2059901376
497	0.2058251808
498	0.2056970301
499	0.2055696287
500	0.2053507115
501	0.2051936513
502	0.2051118895
503	0.2049941672
504	0.2047822601
505	0.2045634012
506	0.2044305375
507	0.2042932924
508	0.2041504872
509	0.203931033
510	0.2036638065
511	0.2033762085
512	0.2030648031
513	0.2029005333
514	0.2026979352
515	0.2025678904
516	0.2023716525
517	0.2022120532
518	0.2018626025
519	0.2016806314
520	0.2016310202
521	0.2013802861
522	0.201258739
523	0.2010648332
524	0.2007981376
525	0.2006242865
526	0.2004147774
527	0.20026605
528	0.2000051862
529	0.1997118222
530	0.1996975955
531	0.1995907765
532	0.1994852813
533	0.1992940489
534	0.1990846082
535	0.198896863
536	0.1988307871
537	0.1986084995
538	0.1983383605
539	0.1982904478
540	0.1979311014
541	0.1978750034
542	0.1976900076
543	0.1975118229
544	0.1972911778
545	0.1970619139
546	0.1969224924
547	0.1966394098
548	0.1963952799
549	0.1962850144
550	0.1960755361
551	0.1957923532
552	0.1956164197
553	0.1955024173
554	0.1953994613
555	0.1953065389
556	0.1952036312
557	0.1949938115
558	0.1947325474
559	0.1946465053
560	0.1945375355
561	0.1943936386
562	0.1942871031
563	0.1941538873
564	0.1940594924
565	0.1939809667
566	0.1937928513
567	0.1936494808
568	0.1934991027
569	0.1933521534
570	0.1930948295
571	0.1929750235
572	0.1927821134
573	0.1926936708
574	0.1925690438
575	0.1923836275
576	0.1922010397
577	0.1920055
578	0.1918696291
579	0.1915414534
580	0.1914364401
581	0.1912653402
582	0.1910934693
583	0.1910318287
584	0.1908860182
585	0.1906835751
586	0.1905020958
587	0.1903735801
588	0.1903437018
589	0.1903005663
590	0.1902533519
591	0.1901488266
592	0.1900267984
593	0.1899346207
594	0.1897721849
595	0.1896426439
596	0.1894798574
597	0.1893836542
598	0.1892330057
599	0.1891520701
600	0.18896533
601	0.1886901115
602	0.1885213281
603	0.1884391603
604	0.1882451453
605	0.1880411594
606	0.1878927225
607	0.1877531943
608	0.1876508681
609	0.1875594296
610	0.187539425
611	0.1874005851
612	0.1872488819
613	0.1871157408
614	0.1869501528
615	0.1868392148
616	0.1867749478
617	0.1866903732
618	0.1865954173
619	0.186499536
620	0.1864519678
621	0.1862967027
622	0.1861922628
623	0.1860107416
624	0.1859260597
625	0.1858097992
626	0.1856770886
627	0.1856232693
628	0.1855159446
629	0.185475857
630	0.1854037103
631	0.1852174301
632	0.1850655844
633	0.1849170679
634	0.1847978636
635	0.1845958101
636	0.1844517018
637	0.1843920595
638	0.1842617549
639	0.1841453678
640	0.1839993847
641	0.1839730388
642	0.1839153566
643	0.1836997735
644	0.1836538032
645	0.1833959717
646	0.1832965393
647	0.183282103
648	0.1831387702
649	0.1829937226
650	0.1827894669
651	0.1827245907
652	0.182634944
653	0.1826025222
654	0.1824854851
655	0.1824108789
656	0.1822423665
657	0.182166481
658	0.1820185906
659	0.1818720661
660	0.1817110131
661	0.1814406401
662	0.1813030952
663	0.1811067305
664	0.1809745048
665	0.1808552911
666	0.1807986322
667	0.180621853
668	0.1805854829
669	0.1804467515
670	0.1803599188
671	0.1802772666
672	0.1801557974
673	0.1799668287
674	0.1798746178
675	0.1797914963
676	0.1796076361
677	0.1795899918
678	0.1794656754
679	0.1793511673
680	0.1791714593
681	0.1790944263
682	0.1788679361
683	0.1786853728
684	0.1785573997
685	0.1784102038
686	0.1783063286
687	0.1782288401
688	0.1781395272
689	0.1779581999
690	0.1778530535
691	0.1777443371
692	0.177647952
693	0.1775413338
694	0.1773823726
695	0.1773449835
696	0.1770898706
697	0.1769931404
698	0.1768593136
699	0.1767743161
700	0.1766947232
701	0.1765990609
702	0.1764515751
703	0.1763843536
704	0.1763115494
705	0.1762508832
706	0.1761311456
707	0.1760632741
708	0.1760057926
709	0.1759878284
710	0.1758131931
711	0.1756804981
712	0.1754594464
713	0.1754137466
714	0.1752763823
715	0.1750930171
716	0.1750042476
717	0.1748458222
718	0.1747062206
719	0.1745909879
720	0.1745212392
721	0.1744407415
722	0.1743233693
723	0.1741542013
724	0.1739845703
725	0.1738220077
726	0.1735745706
727	0.1735190467
728	0.173456305
729	0.173271193
730	0.1730925221
731	0.1729858298
732	0.1729400421
733	0.1728127191
734	0.1726265129
735	0.1726019395
736	0.1724553836
737	0.1723753816
738	0.1723100474
739	0.1721632029
740	0.1720998312
741	0.1720512666
742	0.1720232901
743	0.1719330135
744	0.1717768895
745	0.1716654225
746	0.1715734908
747	0.171397819
748	0.1712676927
749	0.171189386
750	0.1711527699
751	0.1710599247
752	0.1709789904
753	0.1708752544
754	0.170827971
755	0.1706999076
756	0.1704694133
757	0.1704170064
758	0.1703670138
759	0.1702791151
760	0.1702292919
761	0.1701337551
762	0.1699789913
763	0.1699193101
764	0.1697082909
765	0.1696413768
766	0.1695633186
767	0.1694465248
768	0.1693215119
769	0.1691434032
770	0.1689932472
771	0.1689422557
772	0.1689014749
773	0.1688480239
774	0.1688383981
775	0.1687545764
776	0.1686521869
777	0.1685045368
778	0.1684575721
779	0.1682307331
780	0.1680522981
781	0.1679192192
782	0.1678553067
783	0.1677284592
784	0.1676530173
785	0.1676297301
786	0.1674748596
787	0.1674410619
788	0.1673926805
789	0.1673132545
790	0.1672376871
791	0.1671441292
792	0.1670289767
793	0.1669883465
794	0.1668900038
795	0.1667894012
796	0.1666526154
797	0.1665252761
798	0.166484041
799	0.1663366217
800	0.1662395465
801	0.166170907
802	0.1660460372
803	0.1659225727
804	0.1658544151
805	0.1658161665
806	0.165705017
807	0.1655930971
808	0.1654607359
809	0.1653952561
810	0.1651863324
811	0.165053463
812	0.1649461031
813	0.1648008083
814	0.1646789388
815	0.1645465261
816	0.1643632186
817	0.1643385875
818	0.1642411885
819	0.1641267927
820	0.1639080813
821	0.1638351014
822	0.1636864888
823	0.1635878249
824	0.1634238883
825	0.163317516
826	0.1632025832
827	0.1630728144
828	0.1628865794
829	0.1627604259
830	0.1626411074
831	0.1625465305
832	0.1624915914
833	0.1623769848
834	0.1622633859
835	0.1621511309
836	0.1620742672
837	0.1620101891
838	0.162003231
839	0.1619115026
840	0.1618813113
841	0.161813815
842	0.1617526732
843	0.1617129464
844	0.1614870147
845	0.1614468399
846	0.1613290573
847	0.1612179794
848	0.161102251
849	0.1610322187
850	0.1609181931
851	0.1607815918
852	0.1606465754
853	0.1606107561
854	0.1604222862
855	0.1602787658
856	0.1601108501
857	0.1600223642
858	0.1599690011
859	0.1599112837
860	0.1598508233
861	0.1597681209
862	0.1596922962
863	0.1596407526
864	0.1594902691
865	0.1594150644
866	0.1593580685
867	0.159289271
868	0.1592198334
869	0.1591557076
870	0.1590870079
871	0.1590176168
872	0.1588728604
873	0.1587710707
874	0.1586648728
875	0.1585063846
876	0.1584572152
877	0.1583701924
878	0.1582555984
879	0.1582235688
880	0.1581472296
881	0.1580770016
882	0.1579796026
883	0.1579532021
884	0.1579176627
885	0.1578773009
886	0.1577733027
887	0.1576966185
888	0.1575395132
889	0.1574257976
890	0.1572844769
891	0.1572576033
892	0.1571715142
893	0.1570901984
894	0.1570259847
895	0.1569461157
896	0.1569016544
897	0.1567879852
898	0.1567811665
899	0.1567171724
900	0.1565897691
901	0.1565268253
902	0.156354593
903	0.1562729986
904	0.1561451862
905	0.1560262442
906	0.1559852675
907	0.1558928879
908	0.1558313232
909	0.1557389222
910	0.1556045507
911	0.1555323714
912	0.1555194704
913	0.1554132926
914	0.1554091843
915	0.1553695666
916	0.1552263988
917	0.1550731157
918	0.1550306308
919	0.1549518924
920	0.154879703
921	0.1548185361
922	0.154760702
923	0.1547509557
924	0.1546092598
925	0.154553953
926	0.1544865081
927	0.154433726
928	0.1543804219
929	0.1543247022
930	0.1542523346
931	0.1542057263
932	0.1541281311
933	0.154084429
934	0.1540079543
935	0.1539012884
936	0.1538344797
937	0.1537780536
938	0.1537151952
939	0.1535152021
940	0.1534920529
941	0.1533766031
942	0.1533011173
943	0.1532217339
944	0.1531420243
945	0.1530059777
946	0.1529816439
947	0.1528733341
948	0.1528401902
949	0.1528025803
950	0.1527068088
951	0.1525921696
952	0.152471521
953	0.1524186812
954	0.1522985283
955	0.1522056115
956	0.152047609
957	0.1519926498
958	0.1519032491
959	0.1517950685
960	0.1517089781
961	0.1515777676
962	0.1514853666
963	0.1513868633
964	0.1513753264
965	0.1512390827
966	0.151164489
967	0.1511290638
968	0.1510905128
969	0.1510145601
970	0.150968642
971	0.1509141985
972	0.1508455151
973	0.150810322
974	0.1507635731
975	0.1506508915
976	0.1505763995
977	0.1505044322
978	0.1504442378
979	0.1504059854
980	0.1503665159
981	0.1502571206
982	0.1501578896
983	0.1500590186
984	0.1499780768
985	0.1499355492
986	0.149800017
987	0.1497642379
988	0.1496263416
989	0.1496052215
990	0.1494637929
991	0.1494018228
992	0.1493477771
993	0.1492336449
994	0.1491633591
995	0.1491291623
996	0.1490124602
997	0.1489275104
998	0.1488771313
999	0.1487868322
